교육지원청명,자치구,유치원명,공립/사립,유형,주소,,Latitude,Longitude,운영시간,만3세학급수,만4세학급수,만5세학급수,혼합학급수,특수학급수,만3세유아수,만4세유아수,만5세유아수,혼합유아수,특수유아수,보직교사수,일반교사수,특수교사수,기간제교사수,총 교사수
동부교육지원청,중랑구,서안유치원(중랑구),사립,사인,서울특별시 중랑구 동일로140길 15,,37.6044112,127.0799813,07시00분~19시00분,1,1,1,0,0,9,17,18,0,0,1,3,0,0,4
동부교육지원청,동대문구,서울답십리초등학교병설유치원(동대문구),공립,병설,서울특별시 동대문구 전농로3길 23,,37.5688678,127.0556519,07시30분~19시30분,2,1,1,0,0,20,20,22,0,0,1,3,0,0,4
북부교육지원청,노원구,한성유치원(노원구),사립,사인,서울특별시 노원구 한글비석로 145,,37.6404352,127.0752494,07시00분~22시00분,2,4,3,0,0,72,85,76,0,0,0,18,0,0,18
서부교육지원청,마포구,돌샘유치원(마포구),사립,사인,서울특별시 마포구 백범로37길 12,,37.543481,126.955738,09시00분~17시00분,2,2,2,0,0,52,64,61,0,0,0,13,0,0,13
강동송파교육지원청,강동구,그리새유치원(강동구),사립,사인,서울특별시 강동구 천호대로187길 53-18,,37.5370977,127.1419699,08시00분~18시30분,0,1,2,0,0,0,26,42,0,0,0,4,0,1,5
강동송파교육지원청,송파구,아주유치원(송파구),사립,사인,서울특별시 송파구 양산로2길 38,,37.4885982,127.1466436,09시00분~18시00분,2,1,1,0,0,43,30,27,0,0,0,8,0,0,8
동작관악교육지원청,관악구,해슬아유치원(관악구),사립,사인,서울특별시 관악구 은천로 93,,37.4892875,126.9447672,09시00분~19시00분,1,2,3,0,0,14,34,68,0,0,0,8,0,0,8
동부교육지원청,동대문구,서울군자초등학교병설유치원(동대문구),공립,병설,서울특별시 동대문구 한천로6길 21,,37.5642058,127.0613158,07시00분~20시00분,2,2,2,0,0,21,24,32,0,0,2,4,0,0,6
성동광진교육지원청,성동구,서울경동유치원(성동구),공립,단설,서울특별시 성동구 성수일로 34,,37.5430599,127.0504404,07시00분~20시00분,2,2,2,0,1,23,34,44,0,7,2,5,0,4,11
동부교육지원청,동대문구,동안유치원(동대문구),사립,사인,서울특별시 동대문구 회기로25길 67,,37.5928833,127.0567031,07시40분~18시30분,2,1,2,0,0,32,24,39,0,0,1,8,0,0,9
동부교육지원청,중랑구,미림유치원(중랑구),사립,사인,서울특별시 중랑구 공릉로 65,,37.6164458,127.0793255,07시30분~20시00분,1,1,1,0,0,7,14,18,0,0,0,4,0,0,4
동부교육지원청,동대문구,빛나유치원(동대문구),사립,법인,서울특별시 동대문구 전농로23길 47,,37.5791384,127.0538643,09시00분~22시00분,1,0,0,1,0,9,0,0,17,0,0,2,0,0,2
서부교육지원청,서대문구,세종유치원(서대문구),사립,사인,서울특별시 서대문구 거북골로16길 36,,37.5764938,126.9131712,08시00분~18시30분,2,2,2,0,0,44,49,60,0,0,0,10,0,3,13
서부교육지원청,서대문구,신현유치원(서대문구),사립,사인,서울특별시 서대문구 이화여대8길 28,,37.5586293,126.9471362,07시30분~19시30분,0,1,1,0,0,0,7,15,0,0,0,2,0,0,2
성북강북교육지원청,강북구,서울미양초등학교병설유치원(강북구),공립,병설,서울특별시 강북구 솔샘로 195,,37.6209522,127.0137139,07시30분~19시30분,1,2,2,0,1,13,21,29,0,4,2,3,1,0,6
북부교육지원청,노원구,서울태랑초등학교병설유치원(노원구),공립,병설,서울특별시 노원구 화랑로51나길 31,,37.626118,127.0907034,07시00분~19시00분,1,1,1,0,1,5,8,21,0,3,1,3,0,0,4
성북강북교육지원청,강북구,새시대유치원(강북구),사립,사인,서울특별시 강북구 도봉로97길 45,,37.6426902,127.0270165,07시30분~19시30분,0,0,1,1,0,0,0,16,23,0,0,3,0,0,3
강서양천교육지원청,강서구,해리유치원(강서구),사립,사인,서울특별시 강서구 허준로 234,,37.5587209,126.863533,08시00분~18시30분,2,2,2,0,0,48,50,50,0,0,0,11,0,0,11
남부교육지원청,영등포구,침례유치원(영등포구),사립,법인,서울특별시 영등포구 국제금융로 118,,37.5178917,126.9342363,09시00분~19시00분,2,2,2,0,0,43,45,45,0,0,1,11,0,2,14
남부교육지원청,영등포구,한신혜원유치원(영등포구),사립,사인,서울특별시 영등포구 양평로24길 9,,37.5401141,126.8921036,08시00분~18시30분,2,2,2,0,0,46,29,29,0,0,0,9,0,1,10
동부교육지원청,동대문구,경희유치원(동대문구),사립,법인,서울특별시 동대문구 경희대로 26,,37.5967122,127.0513948,09시00분~18시00분,2,2,2,0,0,44,54,55,0,0,1,5,0,8,14
북부교육지원청,노원구,서울연촌초등학교병설유치원(노원구),공립,병설,서울특별시 노원구 공릉로58길 36,,37.6342351,127.0729923,07시30분~19시30분,1,1,1,0,0,9,6,17,0,0,1,2,0,0,3
북부교육지원청,노원구,성희유치원(노원구),사립,사인,서울특별시 노원구 동일로215길 48,,37.6518924,127.0579984,07시30분~19시30분,1,2,2,0,0,25,30,42,0,0,0,6,0,0,6
북부교육지원청,도봉구,신창유치원(도봉구),사립,사인,서울특별시 도봉구 덕릉로 272,,37.641376,127.0410453,07시30분~19시30분,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
북부교육지원청,노원구,연세유치원(노원구),사립,사인,서울특별시 노원구 섬밭로 265,,37.6387852,127.0624881,07시00분~20시00분,2,2,2,0,0,32,29,37,0,0,0,10,0,0,10
북부교육지원청,노원구,영산유치원(노원구),사립,사인,서울특별시 노원구 동일로216길 47,,37.6527768,127.0646469,09시00분~18시00분,1,1,1,0,0,12,17,13,0,0,0,4,0,0,4
서부교육지원청,마포구,서울공덕초등학교병설유치원(마포구),공립,병설,서울특별시 마포구 만리재옛길 13,,37.5457281,126.954095,07시00분~20시00분,1,1,1,0,0,9,11,16,0,0,1,2,0,3,6
강남서초교육지원청,강남구,이화유치원(강남구),사립,사인,서울특별시 강남구 개포로109길 5,,37.4941844,127.0752156,09시00분~18시00분,1,1,1,0,0,7,12,17,0,0,0,3,0,0,3
강동송파교육지원청,강동구,천호유치원(강동구),사립,법인,서울특별시 강동구 구천면로 236-1,,37.5414115,127.1313955,08시30분~17시40분,4,4,2,0,0,62,70,60,0,0,0,17,0,0,17
강동송파교육지원청,송파구,의명유치원(송파구),사립,사인,서울특별시 송파구 오금로35길 17,,37.5065463,127.1268328,09시00분~18시00분,2,2,2,0,0,50,50,49,0,0,0,12,0,0,12
동작관악교육지원청,동작구,명수유치원(동작구),사립,법인,서울특별시 동작구 흑석로13길 3,,37.5089347,126.9603106,09시00분~18시00분,1,1,2,0,0,22,28,43,0,0,0,7,0,0,7
동작관악교육지원청,관악구,배꽃유치원(관악구),사립,사인,서울특별시 관악구 봉천로29길 47,,37.4856316,126.9419481,08시00분~19시00분,2,2,2,0,0,39,42,46,0,0,0,10,0,1,11
동작관악교육지원청,관악구,새소슬유치원(관악구),사립,사인,서울특별시 관악구 성현로 80,,37.4897675,126.95062,07시30분~19시30분,1,2,2,0,0,19,49,46,0,0,0,9,0,0,9
동작관악교육지원청,관악구,새싹유치원(관악구),사립,사인,서울특별시 관악구 남현2길 90,,37.4745503,126.9728622,07시00분~19시00분,1,1,1,0,0,22,25,28,0,0,0,7,0,0,7
동작관악교육지원청,관악구,서울원당초등학교병설유치원(관악구),공립,병설,서울특별시 관악구 봉천로 505,,37.4810793,126.9562093,07시00분~19시00분,1,1,2,0,1,11,7,19,0,2,1,3,1,1,6
성북강북교육지원청,성북구,동덕여자대학교부속유치원(성북구),사립,법인,서울특별시 성북구 장월로1가길 9,,37.6064132,127.0441058,09시30분~17시30분,0,0,2,3,0,0,0,53,83,0,0,9,0,4,13
성동광진교육지원청,성동구,금호유치원(성동구),사립,법인,서울특별시 성동구 금호산2길 35,,37.5487612,127.023584,08시00분~18시00분,1,0,0,1,0,4,0,0,17,0,0,2,0,0,2
남부교육지원청,구로구,동아유치원(구로구),사립,사인,서울특별시 구로구 신도림로 87,,37.5110415,126.8829523,08시00분~18시00분,2,2,2,0,0,27,38,42,0,0,0,8,0,0,8
동부교육지원청,중랑구,진달래유치원(중랑구),사립,사인,서울특별시 중랑구 상봉중앙로1가길 13,,37.5987575,127.0868493,08시00분~18시00분,2,2,1,0,0,28,33,24,0,0,0,7,0,0,7
남부교육지원청,영등포구,신길에덴유치원(영등포구),사립,사인,서울특별시 영등포구 신길로38길 21,,37.5055656,126.9134626,07시00분~19시00분,1,1,1,0,0,12,17,12,0,0,0,5,0,0,5
남부교육지원청,구로구,신도유치원(구로구),사립,사인,서울특별시 구로구 구일로2길 45,,37.4892582,126.8775715,08시00분~18시30분,1,1,1,0,0,26,27,27,0,0,0,6,0,0,6
동작관악교육지원청,관악구,소슬유치원(관악구),사립,사인,서울특별시 관악구 구암길 46,,37.4897895,126.9483849,07시30분~19시30분,0,0,2,0,0,0,0,42,0,0,0,3,0,0,3
동작관악교육지원청,동작구,송림유치원(동작구),사립,법인,서울특별시 동작구 사당로2다길 95,,37.4890555,126.9634623,07시00분~19시00분,0,2,1,0,0,0,42,21,0,0,0,6,0,0,6
북부교육지원청,도봉구,나래유치원(도봉구),사립,사인,서울특별시 도봉구 마들로 684-9,,37.6734363,127.0480832,07시30분~19시30분,1,1,1,0,0,14,12,22,0,0,0,4,0,0,4
북부교육지원청,노원구,서울동일초등학교병설유치원(노원구),공립,병설,서울특별시 노원구 한글비석로 566,,37.6649689,127.0547222,07시20분~19시20분,1,1,1,0,0,8,18,20,0,0,1,2,0,0,3
북부교육지원청,노원구,미성유치원(노원구),사립,사인,서울특별시 노원구 공릉로59길 28,,37.6346823,127.0695415,09시00분~19시00분,1,1,0,0,0,16,30,0,0,0,1,3,0,0,4
북부교육지원청,도봉구,지현유치원(도봉구),사립,사인,서울특별시 도봉구 도봉산3길 21,,37.6863702,127.0439883,09시00분~20시00분,1,0,0,1,0,11,0,0,22,0,0,3,0,0,3
북부교육지원청,노원구,청원유치원(노원구),사립,법인,서울특별시 노원구 한글비석로 506,,37.6660014,127.0623156,09시00분~19시00분,0,2,2,0,0,0,46,44,0,0,0,3,0,3,6
서부교육지원청,마포구,삼성그린유치원(마포구),사립,사인,서울특별시 마포구 도화4길 62,,37.5401127,126.9503477,09시00분~19시00분,2,2,2,0,0,52,53,45,0,0,0,12,0,0,12
서부교육지원청,은평구,새보람유치원(은평구),사립,사인,서울특별시 은평구 불광로 107,,37.6162728,126.9326015,07시00분~20시00분,0,0,0,1,0,0,0,0,10,0,0,2,0,0,2
성동광진교육지원청,광진구,선양유치원(광진구),사립,사인,서울특별시 광진구 동일로 256-1,,37.5541423,127.0712633,08시00분~20시00분,2,2,3,0,0,41,46,73,0,0,0,10,0,0,10
성동광진교육지원청,성동구,옥수예일유치원(성동구),사립,사인,서울특별시 성동구 독서당로 191,,37.5432656,127.0115516,09시20분~18시00분,2,2,2,0,0,48,41,43,0,0,0,12,0,0,12
성동광진교육지원청,성동구,조은유치원(성동구),사립,사인,서울특별시 성동구 살곶이길 50,,37.5694591,127.0425481,08시30분~18시00분,1,2,1,0,0,13,25,23,0,0,5,0,0,7,12
강남서초교육지원청,강남구,청운교회부설유치원(강남구),사립,사인,서울특별시 강남구 언주로65길 5,,37.4949968,127.0455623,09시00분~18시30분,1,1,3,0,0,16,14,56,0,0,0,7,0,0,7
북부교육지원청,노원구,서울상경초등학교병설유치원(노원구),공립,병설,서울특별시 노원구 수락산로 237,,37.6703503,127.0516941,07시00분~20시00분,0,0,1,2,0,0,0,14,20,0,1,2,0,0,3
남부교육지원청,영등포구,서울영림초등학교병설유치원(영등포구),공립,병설,서울특별시 영등포구 시흥대로173길 14,,37.4871601,126.9028714,07시30분~19시30분,1,1,1,0,0,6,10,21,0,0,1,2,0,1,4
강남서초교육지원청,강남구,서울개포유치원(강남구),공립,단설,서울특별시 강남구 삼성로4길 20,,37.4876225,127.0685038,07시00분~20시00분,3,3,3,0,2,38,43,42,0,8,2,8,1,2,13
강남서초교육지원청,강남구,서울대현초등학교병설유치원(강남구),공립,병설,서울특별시 강남구 역삼로98길 16,,37.5035728,127.0638597,07시30분~19시30분,0,0,1,1,1,0,0,14,5,4,1,3,0,0,4
강남서초교육지원청,서초구,서울방배초등학교병설유치원(서초구),공립,병설,서울특별시 서초구 방배중앙로13길 26,,37.4871609,126.9874672,07시00분~20시00분,1,1,1,0,0,15,20,22,0,0,1,2,0,0,3
강남서초교육지원청,강남구,성결유치원(강남구),사립,사인,서울특별시 강남구 언주로121길 5,,37.5115025,127.0352699,08시30분~18시00분,0,0,1,1,0,0,0,15,18,0,0,4,0,0,4
강남서초교육지원청,강남구,성요셉유치원(강남구),사립,법인,서울특별시 강남구 압구정로77길 28,,37.5267422,127.0482299,09시00분~18시00분,2,2,2,0,0,28,32,45,0,0,0,8,0,0,8
강남서초교육지원청,강남구,소망유치원(강남구),사립,사인,서울특별시 강남구 광평로56길 11,,37.4873122,127.1051462,09시00분~17시00분,1,0,0,1,0,7,0,0,8,0,0,0,0,0,0
강서양천교육지원청,양천구,경성유치원(양천구),사립,사인,서울특별시 양천구 목동로3길 57,,37.5109995,126.8652071,09시00분~18시00분,2,2,2,0,0,39,27,50,0,0,0,10,0,1,11
강서양천교육지원청,양천구,등촌유치원(양천구),사립,사인,서울특별시 양천구 목동중앙북로8길 46,,37.5467369,126.8650254,09시00분~18시00분,1,1,1,0,0,12,13,18,0,0,0,5,0,0,5
중부교육지원청,용산구,서울서빙고초등학교병설유치원(용산구),공립,병설,서울특별시 용산구 서빙고로51길 14,,37.5213559,126.9919285,07시30분~19시30분,1,1,1,0,1,13,13,19,0,4,1,2,1,1,5
성동광진교육지원청,성동구,서울숭신초등학교병설유치원(성동구),공립,병설,서울특별시 성동구 마장로 161,,37.5676959,127.0278038,07시30분~19시30분,1,1,1,0,1,15,20,23,0,4,0,3,1,1,5
중부교육지원청,용산구,성심유치원(용산구),사립,사인,서울특별시 용산구 보광로24길 9-4,,37.5286709,126.9996115,10시00분~19시00분,1,0,0,1,0,5,0,0,14,0,0,1,0,0,1
중부교육지원청,종로구,세검정유치원(종로구),사립,법인,서울특별시 종로구 자하문로 310,,37.6001025,126.9590474,09시00분~18시30분,1,1,1,0,0,22,20,28,0,0,0,5,0,0,5
중부교육지원청,중구,수암유치원(중구),사립,사인,서울특별시 중구 다산로 32,,37.5490132,127.0092806,07시00분~20시00분,2,3,2,0,0,32,43,25,0,0,0,10,0,0,10
중부교육지원청,종로구,혜화유치원(종로구),사립,법인,서울특별시 종로구 창경궁로 296,,37.5868605,127.0031193,08시50분~16시50분,0,0,0,5,0,0,0,0,89,0,0,8,0,0,8
성북강북교육지원청,성북구,서울숭례초등학교병설유치원(성북구),공립,병설,서울특별시 성북구 종암로5길 14,,37.5948961,127.034946,07시00분~19시00분,2,2,2,0,1,16,22,32,0,4,2,4,1,0,7
북부교육지원청,도봉구,자연아이유치원(도봉구),사립,사인,서울특별시 도봉구 도당로6길 14-11,,37.6610399,127.0358355,09시00분~17시00분,2,2,2,1,0,29,36,46,23,0,0,10,0,1,11
강동송파교육지원청,강동구,고덕한울유치원(강동구),사립,사인,서울특별시 강동구 양재대로 1706,,37.5578863,127.145974,08시00분~17시30분,0,1,2,0,0,0,23,40,0,0,0,3,0,0,3
동작관악교육지원청,관악구,영그린유치원(관악구),사립,사인,서울특별시 관악구 참숯5길 12,,37.4770635,126.9403776,08시00분~20시00분,1,1,1,0,0,12,26,23,0,0,0,5,0,0,5
강서양천교육지원청,양천구,꿈나무유치원(양천구),사립,사인,서울특별시 양천구 목동서로 280,,37.5216265,126.8676568,08시00분~18시30분,2,3,2,0,0,46,78,56,0,0,0,16,0,0,16
북부교육지원청,노원구,노원 삼육유치원(노원구),사립,법인,서울특별시 노원구 공릉로42길 13-1,,37.6244332,127.0803773,07시00분~20시00분,1,1,1,0,0,14,16,13,0,0,0,4,0,0,4
성동광진교육지원청,광진구,샬롬유치원(광진구),사립,법인,서울특별시 광진구 아차산로65길 65,,37.5424602,127.091721,09시00분~19시00분,1,1,1,0,0,3,10,21,0,0,0,4,0,0,4
성동광진교육지원청,성동구,서울사근초등학교병설유치원(성동구),공립,병설,서울특별시 성동구 사근동11길 16,,37.5628186,127.0477686,07시30분~19시30분,1,1,1,0,1,6,3,1,0,4,1,3,0,1,5
성동광진교육지원청,성동구,서울옥정초등학교병설유치원(성동구),공립,병설,서울특별시 성동구 한림말길 43,,37.5416733,127.0155528,07시30분~19시30분,1,1,1,0,0,11,14,19,0,0,1,2,0,4,7
성북강북교육지원청,성북구,천사유치원(성북구),사립,사인,서울특별시 성북구 성북로4길 52,,37.5948075,127.0103188,07시30분~19시30분,0,0,1,1,0,0,0,4,4,0,0,3,0,0,3
성동광진교육지원청,성동구,로사유치원(성동구),사립,법인,서울특별시 성동구 성덕정길 23,,37.5394749,127.0463313,09시00분~17시00분,1,1,1,0,0,17,25,23,0,0,0,6,0,0,6
강동송파교육지원청,송파구,수정유치원(송파구),사립,사인,서울특별시 송파구 위례성대로 28,,37.5162718,127.1149841,09시00분~17시00분,1,2,1,0,0,20,37,27,0,0,0,5,0,0,5
남부교육지원청,구로구,서울신미림초등학교병설유치원(구로구),공립,병설,서울특별시 구로구 신도림로 26,,37.5067008,126.8795258,07시00분~19시00분,1,1,1,0,0,16,19,24,0,0,1,2,0,0,3
동작관악교육지원청,관악구,서울삼성초등학교병설유치원(관악구),공립,병설,서울특별시 관악구 대학7길 52,,37.468071,126.9410719,07시30분~19시30분,2,2,2,0,0,13,25,22,0,0,2,4,0,0,6
강서양천교육지원청,강서구,예일유치원(강서구),사립,사인,서울특별시 강서구 강서로47길 126,,37.5536949,126.8291945,08시00분~18시30분,5,4,4,0,0,106,110,115,0,0,0,26,0,0,26
성북강북교육지원청,성북구,푸른샘유치원(성북구),사립,사인,서울특별시 성북구 길음로13길 29,,37.6083898,127.0188396,09시00분~20시00분,2,2,3,0,0,46,49,59,0,0,0,9,0,0,9
강서양천교육지원청,강서구,우현유치원(강서구),사립,사인,서울특별시 강서구 강서로 348,,37.5560685,126.8402308,07시00분~19시00분,1,1,1,0,0,8,15,20,0,0,0,4,0,0,4
남부교육지원청,금천구,서울독산초등학교병설유치원(금천구),공립,병설,서울특별시 금천구 시흥대로104길 31,,37.4652405,126.9000609,08시00분~20시00분,1,1,1,0,0,10,10,20,0,0,1,2,0,0,3
강서양천교육지원청,강서구,윤희유치원(강서구),사립,사인,서울특별시 강서구 강서로 216-23,,37.5456949,126.8376088,09시00분~18시00분,0,1,1,0,0,0,5,12,0,0,0,3,0,0,3
강서양천교육지원청,강서구,서울마곡유치원(강서구),공립,단설,서울특별시 강서구 마곡서1로 139-13,,37.5692281,126.8179843,07시00분~19시30분,2,3,3,0,2,30,62,65,0,9,2,6,2,2,12
서부교육지원청,마포구,서울성산초등학교병설유치원(마포구),공립,병설,서울특별시 마포구 양화로3길 94,,37.5532843,126.9110812,07시00분~19시00분,1,1,2,0,1,12,15,22,0,4,1,3,1,0,5
동작관악교육지원청,동작구,행복한숲유치원(동작구),사립,사인,서울특별시 동작구 만양로 26,,37.5071676,126.9497743,08시30분~17시30분,2,2,2,0,0,44,41,32,0,0,0,10,0,0,10
강서양천교육지원청,양천구,목동유치원(양천구),사립,사인,서울특별시 양천구 오목로42길 13,,37.5243936,126.8605482,07시00분~19시00분,2,3,3,0,0,35,36,47,0,0,0,12,0,0,12
강동송파교육지원청,송파구,위례우일유치원(송파구),사립,사인,서울특별시 송파구 성내천로47길 38-1,,37.4965313,127.1577585,08시00분~18시30분,3,4,4,0,0,70,95,99,0,0,0,24,0,0,24
강남서초교육지원청,강남구,서울은곡유치원(강남구),공립,단설,서울특별시 강남구 헌릉로569길 41,,37.4668086,127.0969742,07시00분~19시00분,3,2,2,0,1,25,33,29,0,4,2,5,1,5,13
강서양천교육지원청,강서구,밤비니유치원(강서구),사립,사인,서울특별시 강서구 남부순환로7길 39,,37.5589175,126.8096181,07시00분~19시00분,0,1,2,0,0,0,10,21,0,0,0,4,0,0,4
강서양천교육지원청,강서구,행복한유치원(강서구),사립,사인,서울특별시 강서구 강서로62길 40,,37.5626055,126.8419345,08시00분~18시30분,1,2,1,0,0,8,27,21,0,0,0,5,0,0,5
강남서초교육지원청,서초구,예원유치원(서초구),사립,사인,서울특별시 서초구 태봉로2길 21,,37.4618056,127.0249756,09시00분~17시00분,2,2,2,0,0,23,28,27,0,0,0,10,0,6,16
북부교육지원청,노원구,서울연지유치원(노원구),공립,단설,서울특별시 노원구 월계로55길 16,,37.6325655,127.0609172,07시00분~20시00분,1,2,2,0,1,14,21,27,0,4,2,2,1,4,9
북부교육지원청,노원구,서울수락산유치원(노원구),공립,단설,서울특별시 노원구 동일로245길 162,,37.6815167,127.0538446,07시30분~19시30분,2,2,2,0,1,26,18,19,0,4,2,4,1,2,9
남부교육지원청,금천구,서울금나래초등학교병설유치원(금천구),공립,병설,서울특별시 금천구 시흥대로79길 37,,37.4581332,126.8962769,07시30분~19시30분,1,1,1,0,1,9,15,18,0,4,1,2,1,0,4
중부교육지원청,용산구,서울청파유치원(용산구),공립,단설,서울특별시 용산구 효창원로 228,,37.5475869,126.9642369,07시30분~19시30분,3,2,2,0,1,19,36,31,0,5,2,5,1,1,9
동부교육지원청,중랑구,서울면북초등학교병설유치원(중랑구),공립,병설,서울특별시 중랑구 용마공원로5길 32,,37.5942577,127.1034907,07시30분~19시30분,0,0,1,1,0,0,0,3,4,0,0,2,0,0,2
강동송파교육지원청,송파구,서울아주초등학교병설유치원(송파구),공립,병설,서울특별시 송파구 올림픽로4길 59,,37.505199,127.0759074,07시00분~20시00분,1,1,1,0,0,5,14,9,0,0,1,2,0,0,3
남부교육지원청,구로구,서울고산초등학교병설유치원(구로구),공립,병설,서울특별시 구로구 중앙로 6,,37.4991292,126.8654428,07시30분~19시30분,1,1,1,0,0,10,20,14,0,0,0,3,0,0,3
북부교육지원청,노원구,서울상원초등학교병설유치원(노원구),공립,병설,서울특별시 노원구 한글비석로54길 119,,37.6675992,127.0600929,07시00분~19시00분,0,1,1,0,0,0,10,11,0,0,0,2,0,0,2
성북강북교육지원청,성북구,서울좋은소리유치원(성북구),공립,단설,서울특별시 성북구 길음로13길 29,,37.6083898,127.0188396,07시30분~19시30분,1,1,2,0,1,15,21,36,0,3,1,3,1,1,6
강남서초교육지원청,강남구,강남유정유치원(강남구),사립,사인,서울특별시 강남구 광평로34길 17,,37.4829842,127.0949371,08시00분~18시00분,7,6,5,0,0,140,150,139,0,0,0,36,0,0,36
성북강북교육지원청,강북구,서울번동초등학교병설유치원(강북구),공립,병설,서울특별시 강북구 오현로 204,,37.6289878,127.0407102,07시30분~19시30분,1,1,1,0,0,8,10,18,0,0,1,2,0,0,3
동작관악교육지원청,관악구,서울청림유치원(관악구),공립,단설,서울특별시 관악구 청림5길 22,,37.4891169,126.9600591,07시30분~19시30분,2,2,2,0,1,13,22,30,0,4,2,6,0,1,9
강동송파교육지원청,강동구,서울고현초등학교병설유치원(강동구),공립,병설,서울특별시 강동구 상일로11길 110,,37.5540265,127.1658663,07시20분~19시20분,1,1,1,0,0,12,19,23,0,0,1,2,0,2,5
강남서초교육지원청,강남구,서울영희초등학교병설유치원(강남구),공립,병설,서울특별시 강남구 일원로 21,,37.4919412,127.0812766,07시00분~20시00분,1,1,2,0,1,14,20,40,0,4,1,3,1,3,8
동작관악교육지원청,동작구,서울노량진초등학교병설유치원(동작구),공립,병설,서울특별시 동작구 장승배기로 160,,37.5119189,126.9404152,07시30분~20시00분,0,0,0,1,0,0,0,0,15,0,0,1,0,0,1
동작관악교육지원청,관악구,서울구암유치원(관악구),공립,단설,서울특별시 관악구 은천로 93,,37.4892875,126.9447672,07시30분~19시30분,2,2,2,0,1,14,25,39,0,3,2,4,1,0,7
성동광진교육지원청,성동구,서울동명초등학교병설유치원(성동구),공립,병설,서울특별시 성동구 마장로29길 29,,37.5687519,127.0357193,07시30분~19시30분,1,1,1,0,0,4,5,13,0,0,1,2,0,0,3
강서양천교육지원청,강서구,서울수명유치원(강서구),공립,단설,서울특별시 강서구 수명로1길 76,,37.5523867,126.8229902,07시30분~19시30분,3,3,3,0,2,30,36,38,0,6,2,7,1,2,12
강동송파교육지원청,송파구,서울거원초등학교병설유치원(송파구),공립,병설,서울특별시 송파구 양산로2길 26,,37.4878199,127.1450246,07시30분~19시30분,1,1,1,0,1,7,16,20,0,4,1,0,1,2,4
강서양천교육지원청,강서구,새싹유치원(강서구),사립,사인,서울특별시 강서구 곰달래로49길 10,,37.5322198,126.8580865,09시00분~13시00분,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강서양천교육지원청,강서구,나나유치원(강서구),사립,사인,서울특별시 강서구 등촌로13바길 46,,37.5359399,126.8573619,07시00분~19시00분,1,2,1,0,0,14,24,28,0,0,0,4,0,1,5
동부교육지원청,중랑구,정암유치원(중랑구),사립,법인,서울특별시 중랑구 용마산로118길 55,,37.6012814,127.1036792,09시00분~17시00분,2,1,1,0,0,27,27,28,0,0,0,7,0,0,7
강동송파교육지원청,강동구,서울강솔유치원(강동구),공립,단설,서울특별시 강동구 고덕로97길 80,,37.5620986,127.180572,07시30분~19시30분,3,3,2,0,2,30,41,41,0,7,2,7,2,1,12
남부교육지원청,영등포구,서울대길초등학교병설유치원(영등포구),공립,병설,서울특별시 영등포구 대방천로 206,,37.4981318,126.9137388,07시00분~19시30분,1,1,1,0,0,11,19,7,0,0,1,2,0,2,5
동부교육지원청,동대문구,서울이문유치원(동대문구),공립,단설,서울특별시 동대문구 신이문로 16,,37.5891467,127.0550885,09시00분~19시30분,2,2,2,0,1,27,35,36,0,5,2,4,0,1,7
북부교육지원청,노원구,서울당현초등학교병설유치원(노원구),공립,병설,서울특별시 노원구 동일로213길 52,,37.6486335,127.0583815,07시00분~19시00분,1,1,1,0,0,8,14,21,0,0,1,2,0,0,3
강서양천교육지원청,강서구,서울금낭화유치원(강서구),공립,단설,서울특별시 강서구 금낭화로 35,,37.5684684,126.8114401,07시30분~19시30분,1,1,2,0,1,11,8,37,0,4,1,5,0,2,8
북부교육지원청,노원구,서울용동초등학교병설유치원(노원구),공립,병설,서울특별시 노원구 한글비석로1길 81-11,,37.6415556,127.0694706,07시00분~19시00분,0,1,1,0,0,0,2,11,0,0,0,2,0,0,2
서부교육지원청,마포구,서울동교초등학교병설유치원(마포구),공립,병설,서울특별시 마포구 월드컵로25길 86,,37.5582866,126.9026591,07시00분~17시00분,1,1,1,0,0,10,14,8,0,0,1,2,0,0,3
강서양천교육지원청,강서구,서울신곡초등학교병설유치원(강서구),공립,병설,서울특별시 강서구 등촌로13자길 42-14,,37.5387761,126.8557934,07시30분~19시30분,2,1,1,0,1,7,10,8,0,4,1,3,1,2,7
성북강북교육지원청,강북구,서울수송초등학교병설유치원(강북구),공립,병설,서울특별시 강북구 한천로124길 14,,37.6370942,127.0329991,07시30분~19시30분,1,1,1,0,1,7,10,15,0,4,1,2,1,0,4
동부교육지원청,동대문구,정원유치원(동대문구),사립,사인,서울특별시 동대문구 사가정로 276-19,,37.5790284,127.0758351,07시30분~19시30분,2,2,2,0,0,38,39,45,0,0,0,9,0,0,9
북부교육지원청,도봉구,서울신학초등학교병설유치원(도봉구),공립,병설,서울특별시 도봉구 방학로 247-21,,37.6607824,127.0252853,07시30분~19시30분,1,1,1,0,0,11,7,14,0,0,1,2,0,0,3
동작관악교육지원청,동작구,모아유치원(동작구),사립,사인,서울특별시 동작구 동작대로27길 62,,37.488347,126.978993,09시00분~18시30분,1,1,1,0,0,24,26,25,0,0,0,6,0,0,6
동작관악교육지원청,동작구,시현유치원(동작구),사립,사인,서울특별시 동작구 만양로8길 50,,37.5096287,126.9478043,09시30분~18시30분,2,2,2,0,0,42,48,27,0,0,0,9,0,0,9
